"User_id","Embeddings"
8507,"[2.4453106  0.         0.         0.         0.5362777  2.0815794
 0.         1.5916648  0.2763899  0.6734417  0.8592797  0.
 0.         0.         0.         0.         1.9172305  2.2013156
 2.8363771  1.0251204  0.79129165 1.608971   2.1322746  2.7114866
 1.1707097  1.5983084  1.4964505  0.         1.1682502  3.1131341
 1.4179684  1.4214106 ]"
8524,"[0.8771597  0.         0.         0.         1.5312972  2.4762404
 0.         1.3786254  1.4825755  2.8138552  0.75737923 0.
 0.         0.         0.         0.         1.0190067  1.1403801
 2.4152074  3.472466   2.053686   0.84081256 2.071337   1.5465269
 1.7219424  2.4799566  1.4087232  0.         3.067491   2.3624275
 1.5060866  1.4822123 ]"
8533,"[1.7434682  0.         0.         0.         0.8612225  1.0199709
 0.         2.597093   1.4382871  0.61771524 2.4366648  0.
 0.         0.         0.         0.         0.7836552  1.5248249
 2.0764773  2.628839   1.4743066  0.99370253 1.4575622  1.4782611
 1.7279413  0.35184518 1.4359509  0.         3.0596838  1.6513054
 0.56938076 1.1667463 ]"
8551,"[2.8591118  0.         0.         0.         0.48971832 2.1038268
 0.         0.6943278  1.2998637  2.4616709  2.3403645  0.
 0.         0.         0.         0.         1.9161078  1.7829468
 1.7632382  0.7450671  2.4601352  1.683721   0.5601403  0.05145099
 0.47225752 0.47111353 1.5388203  0.         1.4457736  1.4294485
 0.92188305 1.1837872 ]"
8578,"[1.8554394  0.         0.         0.         2.5916214  0.28059223
 0.         2.540259   3.355699   3.0998666  1.7012558  0.
 0.         0.         0.         0.         2.248828   0.8646935
 1.9389141  2.4733558  1.7138042  2.9519017  1.7333336  2.1316528
 1.0519289  1.2644721  1.1403224  0.         2.2025769  2.5685058
 1.747092   2.285051  ]"
8590,"[1.7031829  0.         0.         0.         0.58988595 2.6291978
 0.         0.88791114 2.2818975  1.7330548  2.4192624  0.
 0.         0.         0.         0.         1.6538963  3.3721106
 2.2471466  0.31022114 2.247303   1.2452072  2.4575913  1.9720507
 2.3661716  2.1225238  2.348331   0.         0.6668295  1.7455927
 2.443075   1.8374485 ]"
8633,"[0.945629  0.        0.        0.        2.206045  3.3791857 0.
 1.2790684 2.3053634 2.0746107 1.8419998 0.        0.        0.
 0.        0.        2.584446  1.0242958 1.771683  4.5271153 2.1108234
 1.8869102 1.7545985 2.683495  1.1463482 1.1797742 1.7957007 0.
 2.3150053 0.6440863 1.4193002 1.5703623]"
8676,"[1.7638893  0.         0.         0.         1.2373712  2.1321971
 0.         0.         1.868069   0.5760943  2.6044705  0.
 0.         0.         0.         0.         1.9935987  2.6976922
 1.5971019  3.3425965  0.87274075 1.2798187  2.102549   2.0051494
 0.         0.2981579  0.96617997 0.         0.         1.5919489
 1.2616897  2.0552402 ]"
8701,"[2.8138402  0.         0.         0.         1.5792569  0.9554877
 0.         1.7508544  0.39115256 1.806077   1.8261528  0.
 0.         0.         0.         0.         0.76544315 1.7802173
 2.8063517  0.10963564 0.28438112 1.3373879  1.776748   2.0891454
 0.09909235 1.1032186  2.906335   0.         1.1792707  0.8692572
 0.72380334 2.5019815 ]"
8707,"[1.3902044  0.         0.         0.         2.2400503  1.9098614
 0.         0.7235505  1.2940825  2.382064   2.5204217  0.
 0.         0.         0.         0.         2.175529   2.1067088
 1.9371284  1.3474389  3.368363   0.05658247 1.3447307  1.7552186
 1.1343298  3.5504234  0.63421977 0.         2.796987   3.051763
 1.4126695  0.9278243 ]"
8711,"[3.697548   0.         0.         0.         2.7752175  2.0041702
 0.         3.0845566  2.562194   1.7022076  2.356885   0.
 0.         0.         0.         0.         1.7658311  4.018573
 3.6471481  2.5150907  2.5622144  2.8956456  1.3565469  1.0857234
 1.9732158  2.7662315  0.3343589  0.         2.3272345  1.4053286
 0.35998625 1.41538   ]"
8715,"[0.5214404  0.         0.         0.         2.4174538  2.8667903
 0.         1.5954458  1.8347514  2.229838   0.10218552 0.
 0.         0.         0.         0.         0.47731662 1.517269
 1.1109489  1.0718006  3.2782724  1.799834   3.1112697  1.8134815
 2.441252   1.8502481  1.0980008  0.         0.6757755  0.90527594
 2.431013   0.72865754]"
8750,"[1.7295452  0.         0.         0.         3.124592   0.65516233
 0.         2.361593   3.3737392  2.5425978  1.9603033  0.
 0.         0.         0.         0.         0.75720704 2.2917807
 1.5943042  2.3446336  0.         1.2642889  0.856734   2.9337919
 2.739675   1.9618453  2.0619996  0.         1.300336   3.1672335
 1.6283019  0.2615655 ]"
8755,"[2.367608   0.         0.         0.         2.209594   2.0027301
 0.         1.4973378  1.7556434  1.6436046  1.1869357  0.
 0.         0.         0.         0.         1.9544591  2.5799408
 1.9245465  1.7751545  1.8449929  2.278275   1.795773   2.4326422
 0.8898847  1.5176549  2.2400045  0.         1.3866785  1.8878523
 0.75704235 2.444612  ]"
8758,"[1.6731203  0.         0.         0.         2.119167   1.6665857
 0.         2.071532   1.9260149  1.4961977  1.5728028  0.
 0.         0.         0.         0.         1.6829473  1.6116066
 2.7402828  2.917553   2.792813   1.4201846  2.5209272  0.03451253
 3.0168085  1.3454748  2.3256776  0.         2.387855   2.5598617
 1.6335818  3.065613  ]"
8786,"[1.5729719  0.         0.         0.         1.3732998  2.3114018
 0.         2.1305008  1.4379935  2.6158488  1.3282585  0.
 0.         0.         0.         0.         1.7700093  1.9309387
 1.4285004  2.6170928  2.5251098  0.8405963  2.7074687  1.6934427
 1.2311732  2.8231032  0.59448373 0.         1.5992715  1.1363062
 0.23405448 2.6211638 ]"
8795,"[1.7552803  0.         0.         0.         2.6667683  0.79480237
 0.         2.068175   1.1117705  0.90714693 1.3435369  0.
 0.         0.         0.         0.         1.5360782  3.1131668
 0.85862756 1.3954283  0.73539436 1.2531607  3.1398816  1.8458041
 0.03104755 1.7599463  1.2414469  0.         2.459744   1.394935
 1.2938215  0.74210817]"
8797,"[2.5598404  0.         0.         0.         2.070364   2.396744
 0.         0.93100685 2.333921   1.5059859  2.6535978  0.
 0.         0.         0.         0.         2.1595585  1.4802321
 2.3488977  0.8050856  1.7838497  1.2942796  1.5783828  2.0132895
 1.2416949  0.7384099  2.3506913  0.         2.2037153  1.3716146
 1.1640364  3.1096454 ]"
8816,"[1.7548404  0.         0.         0.         1.7826252  0.6142274
 0.         1.3465089  1.5115628  2.642739   1.3077216  0.
 0.         0.         0.         0.         0.6192189  2.8237782
 0.90827054 3.034596   1.8637404  2.265633   1.4886358  2.2725105
 2.8476405  1.9654199  0.9454168  0.         1.2046306  1.980306
 0.38987038 1.6104695 ]"
8840,"[1.8968267  0.         0.         0.         1.4346862  1.3302708
 0.         1.9721076  0.37747794 0.46612167 1.7863765  0.
 0.         0.         0.         0.         0.6672397  0.
 2.1872787  2.2516177  0.80792445 1.3252407  1.7086362  2.7057967
 1.5123062  1.3998443  0.7034166  0.         1.0176604  1.9117851
 2.6583734  2.695656  ]"
8888,"[2.2396052  0.         0.         0.         1.5574728  1.8119092
 0.         0.5503215  2.84946    2.1319144  2.1300554  0.
 0.         0.         0.         0.         2.3115828  2.3727772
 2.3277159  0.49494913 2.2595613  2.397103   1.3275107  0.08110919
 1.1736335  1.4031886  2.0607104  0.         2.3200269  2.529118
 1.4260119  2.4259806 ]"
8943,"[3.1708968  0.         0.         0.         1.4614056  1.6729147
 0.         0.64596283 0.5916626  2.1339881  1.1542873  0.
 0.         0.         0.         0.         2.9059017  1.9507946
 2.8162706  1.9497651  1.3514662  0.7964725  2.0326715  1.4273221
 2.210156   1.4185994  1.4917876  0.         1.6883388  1.3835443
 0.76180726 2.0952115 ]"
8959,"[1.6807125 0.        0.        0.        1.4360315 1.6466658 0.
 1.871911  2.0436327 0.        1.5742164 0.        0.        0.
 0.        0.        3.840798  2.5294898 3.279621  1.454552  1.4414703
 3.328286  2.776918  2.8196065 2.2594714 1.3608999 2.7526765 0.
 2.35682   1.6248064 2.0217946 1.6910979]"
8984,"[1.2155342  0.         0.         0.         1.2837012  1.4136373
 0.         1.2051574  1.2192512  0.48495448 0.8758592  0.
 0.         0.         0.         0.         0.9923141  1.6050321
 1.6792914  2.3105993  1.3244461  1.0653383  1.9912703  1.8152671
 2.0776074  0.86663353 2.217847   0.         1.7482417  0.8513722
 1.1110152  2.0207503 ]"
9132,"[3.1295526 0.        0.        0.        1.4391322 1.6686914 0.
 1.423319  1.0460517 1.822343  1.5566516 0.        0.        0.
 0.        0.        1.9460802 1.0644121 1.5857676 1.1643091 2.2174911
 2.24385   2.3387158 1.3922135 2.1512964 1.9631666 0.7081189 0.
 2.3640783 1.4837865 1.3456327 1.6119299]"
9159,"[2.0284295  0.         0.         0.         0.43234155 1.5234365
 0.         0.33387506 0.         2.438022   1.3883963  0.
 0.         0.         0.         0.         0.408375   1.1010829
 2.389706   0.5689351  2.5021791  2.1962926  2.0643432  1.0204885
 1.1913778  1.3529598  1.7254642  0.         1.8112109  1.7577895
 1.3214185  1.67019   ]"
9199,"[3.2704573  0.         0.         0.         0.8484442  1.4445769
 0.         2.8448462  2.006048   1.3490869  2.0011928  0.
 0.         0.         0.         0.         1.4585843  1.1932954
 1.068577   1.6231741  0.6439931  2.1736183  2.560939   3.1471303
 0.7367765  0.73928636 1.9258832  0.         1.7529905  2.2118347
 2.046619   2.4162467 ]"
9212,"[1.3934255  0.         0.         0.         2.7305293  2.2659917
 0.         2.351887   1.8230039  1.4769027  1.1150818  0.
 0.         0.         0.         0.         0.9975534  1.1745799
 1.4986733  1.1734688  2.4159696  0.75494385 1.1806191  1.8458179
 2.2765536  1.3288308  1.2573122  0.         1.8382602  3.4027584
 0.79488534 1.6306971 ]"
9222,"[1.9619751  0.         0.         0.         2.19021    0.62449056
 0.         1.4494822  2.745137   2.4324024  0.         0.
 0.         0.         0.         0.         1.5567452  0.84296983
 1.3304434  1.750646   2.7333233  0.         2.2439852  2.957457
 1.8188509  1.346125   1.8121638  0.         1.5122513  1.7464839
 1.5321789  2.3563385 ]"
9225,"[0.06562098 0.         0.         0.         1.8132578  2.3995967
 0.         1.6620941  1.5903913  1.9910494  2.795018   0.
 0.         0.         0.         0.         1.3642944  1.2747731
 2.308855   1.8189926  2.46548    2.325632   1.7901034  2.3455226
 2.1509917  1.7974008  1.8882008  0.         1.3503513  2.6451454
 1.5495954  2.974714  ]"
9301,"[2.396375   0.         0.         0.         1.9579765  1.2972469
 0.         0.7788572  1.7351112  1.3356899  1.1463482  0.
 0.         0.         0.         0.         0.98696434 1.4468905
 2.0063827  2.0901978  1.7497349  1.723614   2.5695493  1.6153442
 1.5448862  2.043969   2.0513134  0.         1.2120512  1.0822664
 2.6099963  2.3214507 ]"
9310,"[1.4047594  0.         0.         0.         0.9594706  1.8190062
 0.         0.98561347 1.7172614  1.9660224  0.86691564 0.
 0.         0.         0.         0.         1.2512699  1.1163576
 1.2675468  1.2051456  1.7389823  1.355905   2.1437974  0.72018963
 1.3596992  2.4385056  2.3176844  0.         1.7651644  1.4876643
 1.1282218  0.98335564]"
9319,"[3.1704917  0.         0.         0.         1.0318108  1.6519994
 0.         1.1933662  2.004369   0.5570304  2.8525     0.
 0.         0.         0.         0.         2.3617518  0.8977583
 2.876381   2.8691235  2.3726532  3.7095206  1.3774445  2.3232567
 1.6212871  2.3518674  2.4013762  0.         1.0678743  0.43518335
 2.4422863  1.9226797 ]"
9420,"[1.7779582  0.         0.         0.         0.5652419  1.048237
 0.         1.5076934  1.9243793  1.1268607  1.6936309  0.
 0.         0.         0.         0.         2.2971687  2.388919
 1.7494843  2.6597192  2.8301785  3.149718   2.3761132  0.87799484
 1.4067066  0.7329013  1.6785252  0.         2.4501889  1.6525456
 0.55693156 2.3167307 ]"
9457,"[1.537397   0.         0.         0.         1.517195   1.944022
 0.         0.8786509  1.0566064  1.2760606  2.045556   0.
 0.         0.         0.         0.         0.74239284 0.6542476
 2.4549432  1.9319544  1.0808381  2.3207157  2.4827735  2.342416
 2.0268269  1.9877305  2.5668247  0.         1.3041669  0.8856392
 1.4295583  2.8976765 ]"
9484,"[1.9208294  0.         0.         0.         1.8614807  2.2516675
 0.         1.2122482  2.1998234  2.130438   1.8096285  0.
 0.         0.         0.         0.         2.8288445  0.64112335
 2.489217   2.5874004  1.8980983  1.5957334  2.0426843  1.6580267
 3.2550967  3.4592388  1.177307   0.         0.99243337 1.8715765
 1.6327348  2.9294496 ]"
9497,"[2.3826127e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 8.4267628e-01
 2.5012417e+00 0.0000000e+00 1.2297596e+00 2.5057335e+00 1.3287365e-04
 2.4333210e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 6.7737687e-01 1.1108354e+00 1.1761971e+00 1.0992320e+00
 1.5442798e+00 3.3880761e+00 2.2400160e+00 1.2408719e+00 1.3932626e+00
 9.3760306e-01 2.3690464e+00 0.0000000e+00 1.1447370e+00 2.1599336e+00
 1.5525126e+00 2.0617428e+00]"
9507,"[1.2606231  0.         0.         0.         1.4707743  0.7212963
 0.         2.643578   0.92193097 0.         1.3369539  0.
 0.         0.         0.         0.         1.3301313  1.3583105
 0.888466   2.1111767  1.2940304  0.2584728  1.5204573  0.46921673
 0.9595598  1.7851073  2.1371229  0.         2.8210757  1.2529249
 1.6678951  0.8077771 ]"
9508,"[0.6374953  0.         0.         0.         1.1974293  2.2962952
 0.         1.1371433  0.4166439  0.98920816 2.3162832  0.
 0.         0.         0.         0.         1.3342032  1.1909422
 2.1804366  0.45610934 2.4447324  1.4151299  2.1653457  3.073583
 0.6362827  0.95996225 0.8410897  0.         0.76774734 3.1717184
 1.3052537  0.98520994]"
9515,"[2.0622773  0.         0.         0.         2.0118134  3.5702546
 0.         1.2071636  2.075068   2.5969434  1.1219101  0.
 0.         0.         0.         0.         2.0851855  3.2205453
 3.1423469  0.4263103  1.5044292  1.664054   0.970542   1.9966781
 2.146994   1.775711   1.3291222  0.         1.270076   0.30600703
 1.8324535  1.3697045 ]"
9634,"[1.9518485  0.         0.         0.         2.2920449  0.65864706
 0.         1.5785856  2.1497579  2.3318484  1.7981353  0.
 0.         0.         0.         0.         1.9486674  0.29990292
 0.79296374 1.5671954  1.8847774  2.8381567  2.8819046  2.3823013
 0.10111886 1.9104915  0.62592673 0.         2.252328   2.399301
 0.54388964 2.2849145 ]"
9665,"[2.014951  0.        0.        0.        1.9635098 1.0068203 0.
 1.062736  1.7062645 2.099054  2.5764096 0.        0.        0.
 0.        0.        2.8001435 2.751759  1.2654059 1.5243938 2.5563114
 1.9049371 1.0123442 1.0391574 1.9093655 2.3839798 1.638898  0.
 2.0573173 1.8936205 1.3523517 2.986197 ]"
9672,"[0.92505544 0.         0.         0.         0.90336907 2.0142765
 0.         2.2664123  2.082123   1.4464592  0.74192333 0.
 0.         0.         0.         0.         0.63065445 1.645753
 2.6100025  1.4175187  1.9223931  2.9709744  1.4290361  2.4036334
 2.5870895  1.0841855  1.4467473  0.         2.6983426  1.5460465
 2.4241407  1.0462581 ]"
9687,"[2.204448   0.         0.         0.         1.5175421  2.0541303
 0.         1.6360435  1.6628911  2.6288178  1.3070595  0.
 0.         0.         0.         0.         0.597277   1.4255817
 1.6113007  1.7683653  1.9052882  1.5196096  1.7631228  1.397582
 2.3336344  1.0901896  1.2416744  0.         1.5078717  0.7420672
 0.43727514 1.4575163 ]"
9713,"[0.98997134 0.         0.         0.         1.1482732  2.7277668
 0.         1.0506763  0.5786872  1.7558964  2.2443962  0.
 0.         0.         0.         0.         1.3103774  2.2452734
 3.833432   1.7181615  0.21178317 1.2908494  2.5994608  1.2175608
 2.0211592  2.3933618  0.9388859  0.         2.007146   2.5686412
 1.7595339  1.4916862 ]"
9776,"[1.1138967 0.        0.        0.        1.5475904 1.8395714 0.
 1.5656108 1.5983852 1.8379537 0.76858   0.        0.        0.
 0.        0.        1.2759817 0.5934626 1.2182729 1.1347868 2.6653545
 1.7089502 1.8453599 0.8730278 1.4601971 1.681918  1.3678808 0.
 1.5882579 1.3008035 1.7452233 0.7813734]"
9813,"[0.924986   0.         0.         0.         1.9220302  3.0427394
 0.         0.60396874 1.9428865  1.2448262  1.1770496  0.
 0.         0.         0.         0.         1.3206699  2.975595
 1.2994198  2.0544288  1.9852712  1.872673   2.669978   0.63839793
 2.229756   1.056029   2.5253663  0.         1.4986808  2.6797512
 1.2730353  2.0045304 ]"
9814,"[2.2059438 0.        0.        0.        1.0688467 1.0637232 0.
 2.5585794 1.9951288 1.165557  2.4649746 0.        0.        0.
 0.        0.        2.0858417 1.0922292 2.9656878 2.7941868 1.5813841
 1.758561  1.5057101 3.0037665 0.6830597 2.02495   2.3655515 0.
 1.5083392 1.355822  2.0823355 2.495531 ]"
9857,"[0.66159153 0.         0.         0.         2.9748     3.42734
 0.         2.4828587  1.1557654  2.24665    0.1532095  0.
 0.         0.         0.         0.         1.3194051  2.1764288
 1.0843536  1.8479894  1.0688176  0.94727784 1.3752457  2.031043
 1.117476   1.2691517  3.345281   0.         1.6746398  0.7355698
 0.8546113  2.188383  ]"
9861,"[1.3299612 0.        0.        0.        2.0866058 0.6645028 0.
 1.6187718 1.8763161 1.5853087 1.5959666 0.        0.        0.
 0.        0.        1.2943546 2.8853571 2.168652  2.3957639 1.9137235
 2.2661314 1.197089  1.4726069 1.5405837 1.8695871 2.728194  0.
 2.374386  0.9329804 2.1374664 1.3881655]"
9888,"[2.2894316  0.         0.         0.         1.725616   2.0654635
 0.         1.7180879  1.5171847  1.7839845  1.8936889  0.
 0.         0.         0.         0.         1.209335   2.7707908
 2.786922   1.7218553  1.3938287  1.6959002  0.19786887 1.0158879
 1.8191872  2.3590088  1.1440631  0.         1.5992271  3.5858288
 1.0720547  1.9134363 ]"
9925,"[2.3999343 0.        0.        0.        2.0311172 1.4571891 0.
 2.1736999 1.8256984 3.273002  2.1506941 0.        0.        0.
 0.        0.        1.3400474 2.6357455 3.134961  2.6135871 2.272221
 2.2101462 3.4287648 2.4390793 1.9087123 2.114091  2.287615  0.
 1.8508074 1.052787  1.7691363 3.5333571]"
9934,"[1.1418695  0.         0.         0.         2.4845898  0.79179746
 0.         1.6475238  1.3798546  1.7576716  2.440102   0.
 0.         0.         0.         0.         1.476202   0.82071215
 1.1529871  1.699009   0.7475427  2.959115   2.309788   0.5543767
 1.0495476  2.9936516  0.48340163 0.         0.09475055 1.6049719
 1.374385   1.3695153 ]"
9939,"[2.577496   0.         0.         0.         2.6010678  1.9559126
 0.         1.6874787  2.202377   1.7514851  1.6555843  0.
 0.         0.         0.         0.         0.4613405  0.20989116
 1.7781583  1.1843896  2.0701745  1.5181382  3.1849453  1.5674605
 2.7441835  2.4434512  2.4567356  0.         2.0669882  1.7244335
 2.1484935  2.5672052 ]"
9961,"[1.3228095  0.         0.         0.         1.5734912  1.1217518
 0.         1.2563753  1.9299982  1.5875261  1.9439285  0.
 0.         0.         0.         0.         1.1046335  0.66686046
 0.9976163  1.7770495  0.26248857 1.6785043  1.5125269  1.203767
 1.6916335  2.1929908  2.1341693  0.         1.0565716  2.6810663
 1.9330603  0.5428717 ]"
9986,"[2.1717303 0.        0.        0.        0.4280381 1.7459447 0.
 0.6551156 1.8550503 1.2039074 1.7880037 0.        0.        0.
 0.        0.        1.3959166 1.0189214 2.6625764 1.6110787 2.197609
 3.2683313 1.351662  2.4436345 3.5384197 1.6608516 1.2332608 0.
 2.0010948 1.7876191 2.5093145 1.9721109]"
9997,"[1.4763001  0.         0.         0.         2.3730514  1.16498
 0.         3.1463368  3.411038   3.179745   1.0715265  0.
 0.         0.         0.         0.         3.0377672  3.3065653
 2.0786088  1.6488606  1.6939877  2.616552   2.725037   1.5965558
 1.8084245  1.8145713  0.19879773 0.         0.         3.6560016
 1.181528   1.3034539 ]"
10000,"[2.2803059  0.         0.         0.         1.5293319  0.9506798
 0.         0.84094715 1.2048331  2.0610385  0.90149057 0.
 0.         0.         0.         0.         1.260482   1.721184
 0.79825324 2.3595853  3.1091523  1.1171904  0.98753273 2.8549094
 0.4470028  2.2598083  1.1999302  0.         2.1334164  1.4730542
 2.6036935  1.2076002 ]"
22222,"[2.0581305  0.         0.         0.         1.9923472  1.3016905
 0.         0.44672447 1.8994422  0.7592501  1.2555692  0.
 0.         0.         0.         0.         1.266729   1.7694876
 0.9586981  1.841534   1.2797874  0.         0.76877105 1.2068827
 3.020409   0.         1.7461278  0.         2.3276417  2.5169382
 1.792255   1.6210588 ]"
33227,"[3.3209777  0.         0.         0.         1.627745   2.0211396
 0.         1.7316775  3.131404   3.2046554  1.1870725  0.
 0.         0.         0.         0.         1.5472654  3.0816488
 0.9295145  3.1167986  3.135899   2.9891605  2.5372143  2.0201023
 1.421521   0.58444494 1.826688   0.         1.2239935  2.119234
 3.422935   1.7860717 ]"
33397,"[2.1675308  0.         0.         0.         2.5009425  1.4187357
 0.         0.79154587 0.9885927  2.0077343  1.0720415  0.
 0.         0.         0.         0.         1.1450112  1.4891852
 2.973377   3.0139349  0.9514594  2.521559   2.597934   1.9935848
 3.2964015  1.6815107  1.4828038  0.         2.665067   1.758073
 2.193803   1.9336989 ]"
67554,"[1.7071882 0.        0.        0.        1.1393749 1.7924528 0.
 1.5695312 1.9067556 1.8611641 2.982571  0.        0.        0.
 0.        0.        1.9405898 3.329804  0.6752175 1.6761539 0.
 1.8329053 1.7871512 1.5894248 1.0529717 1.5551587 0.6722866 0.
 2.2314007 1.5370634 1.7286917 1.5118519]"
70997,"[1.5121065  0.         0.         0.         0.8101567  2.8961008
 0.         0.96956277 1.6904908  2.6133153  0.40267068 0.
 0.         0.         0.         0.         2.4154072  1.8984563
 1.8572243  2.5348039  2.1434612  1.7610272  1.177282   2.0824745
 1.8767401  1.5236213  1.4431742  0.         1.9797816  1.2610599
 2.0955544  2.2448106 ]"
73097,"[1.1244221  0.         0.         0.         2.7564318  3.104783
 0.         1.7562369  2.6131158  2.3295224  1.1581125  0.
 0.         0.         0.         0.         1.1293383  0.45553136
 0.6233944  1.0294092  0.5397876  0.         0.         1.9383305
 2.0595498  2.5787582  1.6281697  0.         2.0910056  1.5433943
 1.2594544  1.5068635 ]"
77777,"[3.1959975  0.         0.         0.         1.7223544  3.1331184
 0.         1.5257264  1.3847026  1.9725153  0.03917259 0.
 0.         0.         0.         0.         1.9130306  2.451887
 1.951729   1.2537278  1.2515234  2.2512991  2.1570175  1.8137997
 1.6884356  1.5155256  1.3758521  0.         1.5612625  1.6611909
 1.7343584  0.94153947]"
79990,"[2.5666883 0.        0.        0.        2.2022107 2.3408372 0.
 1.0407037 1.7255476 1.7285582 1.6307323 0.        0.        0.
 0.        0.        0.3473415 1.478231  1.0080761 1.3874648 1.3340179
 2.1330009 1.906453  2.617865  0.7027775 1.4955839 1.6994913 0.
 1.3480115 1.5017653 0.3546991 1.7511909]"
106085,"[2.5956533  0.         0.         0.         0.9636775  0.80774707
 0.         0.28305414 1.0280681  1.577248   1.3444011  0.
 0.         0.         0.         0.         1.6677886  0.38120005
 0.5657358  2.0153298  1.0117038  1.9821324  1.3722975  2.082702
 1.3682675  0.37783083 3.433794   0.         1.9867189  0.97077745
 1.7757244  2.579862  ]"
147495,"[0.44375777 0.         0.         0.         1.8936085  1.4563082
 0.         2.8394942  1.284653   0.55853915 2.273089   0.
 0.         0.         0.         0.         1.6424034  2.4156985
 1.4491367  0.739908   1.1382179  2.0968926  1.4549466  2.4849875
 1.9295353  1.5646744  0.17494988 0.         1.6032112  3.0390203
 1.4785466  1.5042742 ]"
161290,"[1.8926476  0.         0.         0.         1.536447   2.4275038
 0.         1.0808984  2.0030327  1.2209904  1.8846078  0.
 0.         0.         0.         0.         2.0275354  3.06988
 2.2953959  1.3313144  1.9612304  1.9696553  2.0879617  1.2325971
 1.0401278  2.0190256  1.7794789  0.         1.847419   1.6240634
 0.89522827 2.1454957 ]"
238446,"[1.2582034  0.         0.         0.         1.017336   2.5036597
 0.         2.268221   1.340539   1.3419982  1.1488483  0.
 0.         0.         0.         0.         2.964788   2.8498287
 1.0268177  2.4245138  2.337533   0.98595446 2.5444272  3.4172516
 0.47960222 2.3396676  2.7619483  0.         0.9285411  1.5685699
 3.0441306  2.1872585 ]"
251839,"[2.8794699  0.         0.         0.         1.5354053  1.7051362
 0.         0.15689136 1.5833681  2.3573718  1.648668   0.
 0.         0.         0.         0.         0.         1.300791
 3.0320337  1.5994658  0.8731099  1.839135   2.3332095  1.8579531
 2.4286375  1.2969415  2.4988775  0.         2.4888973  1.6544639
 1.6282405  1.6099029 ]"
255807,"[2.3027372  0.         0.         0.         3.2119117  3.2220485
 0.         2.0203314  1.605744   0.66636175 1.5934734  0.
 0.         0.         0.         0.         1.4523101  2.7774875
 1.694476   1.9340851  1.153061   2.6223884  0.13317253 2.0982378
 0.7438962  0.896776   1.4827102  0.         2.2793326  1.533549
 1.8262256  0.9062471 ]"
263697,"[2.331445   0.         0.         0.         1.3140336  2.224789
 0.         2.3506856  1.6673919  0.5159136  1.7492948  0.
 0.         0.         0.         0.         1.9898778  1.0303699
 2.4233477  2.513077   1.8328179  2.2394373  2.2588027  0.84625214
 1.1001407  1.7594062  1.8787403  0.         0.39262936 2.083033
 1.7237363  1.5096911 ]"
272480,"[1.2705222  0.         0.         0.         1.6371338  1.7877711
 0.         2.3789282  0.9641286  1.6971729  0.86446804 0.
 0.         0.         0.         0.         0.3446971  1.781611
 2.1448011  0.10487233 2.59732    1.4760023  1.7485119  2.2924032
 0.85674244 2.1291275  1.1864265  0.         1.3255508  2.3162313
 1.3592072  1.5343671 ]"
292614,"[2.0386827  0.         0.         0.         1.0444887  1.9751205
 0.         1.3718817  1.501077   3.8403418  2.426439   0.
 0.         0.         0.         0.         0.7411897  1.5990206
 2.5315516  0.83960605 0.7128936  2.2878957  0.57982135 1.8624045
 2.1896496  2.8712072  2.9173503  0.         0.86460793 2.0990207
 0.9578041  2.3477595 ]"
295130,"[2.2050424  0.         0.         0.         1.235112   2.7607667
 0.         1.5312221  1.2164326  2.2701514  1.3477383  0.
 0.         0.         0.         0.         0.80376565 1.1300135
 1.8526723  1.4016558  1.9092095  1.708554   4.0642085  2.3634055
 1.433251   1.1225046  1.927333   0.         1.7007675  2.1385055
 2.3414202  0.6577934 ]"
543745,"[0.38816017 0.         0.         0.         1.2510352  2.312478
 0.         1.7717096  1.088344   2.475517   3.039248   0.
 0.         0.         0.         0.         0.7233415  2.0712
 2.4239793  2.0423553  2.5225058  1.9749995  1.8397181  0.9532941
 1.3906256  2.1665874  0.81160355 0.         1.8796192  2.4545238
 2.348128   0.9340665 ]"
730997,"[1.1028467 0.        0.        0.        3.6137805 1.5815467 0.
 1.8782632 1.0893195 2.3966484 2.2551658 0.        0.        0.
 0.        0.        2.7984169 1.5094174 2.152639  1.2528782 3.4995368
 1.3997695 1.7301754 2.01136   2.1133785 1.9994221 1.2432731 0.
 2.2982702 2.251368  3.623814  2.8915777]"
777777,"[1.5706582  0.         0.         0.         1.5364273  1.9292592
 0.         1.9437078  1.1550369  2.0097587  1.0349646  0.
 0.         0.         0.         0.         0.8246229  1.0056496
 2.1610928  2.751623   1.2851017  2.7455451  1.3705683  2.929849
 1.064592   1.2086877  2.9028711  0.         1.3464652  2.688114
 0.87887394 2.2834072 ]"
1000764,"[1.6931045  0.         0.         0.         0.56040287 1.4047041
 0.         0.5273498  0.18992303 2.1780171  2.043051   0.
 0.         0.         0.         0.         2.202922   2.6371422
 1.7095851  0.7901693  2.6694467  1.6489553  2.031639   1.6822742
 0.6292043  0.8393058  2.0344913  0.         1.287032   1.499324
 2.3000042  0.82469374]"
