"User_id","Embeddings"
4878,"[1.5636408  0.         0.         0.         0.7102028  2.1047904
 0.         1.8534172  2.2214382  0.5693971  2.2535703  0.
 0.         0.         0.         0.         1.670535   2.0588355
 2.4047384  1.016943   1.4482852  1.8328696  1.699256   2.734715
 0.32602447 2.4554949  1.5849715  0.         1.0569607  0.97917986
 2.5712247  1.1192641 ]"
4891,"[0.71515065 0.         0.         0.         0.02526318 3.3775632
 0.         2.9963398  1.4843353  1.7645115  2.1169064  0.
 0.         0.         0.         0.         1.5328695  1.9852285
 1.4036611  1.2820575  1.893542   1.7963583  1.1380827  3.028517
 2.1776922  1.113626   2.1256974  0.         0.9443436  2.586492
 1.1485744  1.2914015 ]"
4920,"[1.431702   0.         0.         0.         1.7746037  1.9655868
 0.         1.7324234  2.3600209  2.1948273  1.4397864  0.
 0.         0.         0.         0.         1.287611   1.6763651
 2.1614895  1.5480536  1.9863583  0.8826684  2.6840453  2.1954575
 1.7232157  1.1563191  1.9180065  0.         0.8403632  1.1275712
 2.5708432  0.98915654]"
4922,"[1.2865691  0.         0.         0.         0.91272366 0.71673065
 0.         1.265582   1.4194949  0.7548086  1.1672318  0.
 0.         0.         0.         0.         1.030442   3.620772
 2.532797   2.120927   0.5872073  1.6590581  2.4801044  2.256619
 1.8528628  0.6672908  1.1053584  0.         2.280057   1.463681
 1.250904   2.1966603 ]"
4939,"[1.6607842  0.         0.         0.         1.9819852  2.1372938
 0.         0.7592668  0.29990652 1.9072567  1.4273162  0.
 0.         0.         0.         0.         2.227395   0.57455933
 1.4669989  2.1899056  2.0144908  1.6564233  0.7865454  2.463026
 0.71371454 1.4717549  1.6201872  0.         2.4685373  1.0915526
 0.57566124 1.8677561 ]"
4955,"[2.5027504  0.         0.         0.         1.1746793  1.4785526
 0.         1.9542732  0.5585606  2.6124797  2.3025205  0.
 0.         0.         0.         0.         3.5823438  1.7887013
 2.2290096  2.3077242  0.193266   1.2479057  1.1607007  1.9624969
 1.0427822  1.7209706  0.90468526 0.         0.30054617 2.4737318
 1.4064368  1.657821  ]"
5002,"[1.2804941  0.         0.         0.         1.7497356  1.1674689
 0.         1.315615   2.3780072  1.3296033  1.7699277  0.
 0.         0.         0.         0.         1.4611998  0.9631542
 1.3479582  2.36655    1.6415317  2.5959144  1.1015645  1.1932869
 0.78446776 1.2998884  0.73139274 0.         2.4554224  1.4614531
 2.1936555  1.7771776 ]"
5012,"[0.8294972 0.        0.        0.        1.198779  0.4966225 0.
 2.5228355 2.0009067 2.0539093 2.9725301 0.        0.        0.
 0.        0.        1.9699696 2.7371914 2.5376315 1.2511708 2.2970436
 0.962215  1.8779312 2.540529  1.69925   1.0076545 1.4925864 0.
 1.1901448 2.5776565 2.7686884 1.7768537]"
5031,"[2.0320063  0.         0.         0.         0.08500572 1.069185
 0.         1.7975262  2.4259164  1.7663441  1.5522254  0.
 0.         0.         0.         0.         3.8850017  1.5989927
 2.0142965  2.0958738  1.0108362  0.6642123  0.9947796  2.3548396
 2.2187715  1.772549   2.4143322  0.         1.9446886  1.8004868
 1.9003887  2.701205  ]"
5037,"[1.7838897 0.        0.        0.        1.183697  1.845964  0.
 1.4927224 1.4174793 1.089877  2.691246  0.        0.        0.
 0.        0.        1.5455312 1.5804582 1.6265241 2.2484972 2.0436182
 2.097208  1.7948043 1.2692837 1.3088759 0.9124291 1.1629869 0.
 1.5258515 1.107653  1.7421548 1.8149997]"
5045,"[2.4133875  0.         0.         0.         1.8064848  1.2685179
 0.         0.890007   1.7269304  2.85416    3.5302668  0.
 0.         0.         0.         0.         1.2806162  2.1327786
 1.7284819  2.4537737  2.1978557  0.1646966  2.3938422  2.4277332
 2.978546   0.89989936 2.2589076  0.         2.1522567  2.3558147
 3.1863544  1.288908  ]"
5057,"[2.8413584 0.        0.        0.        2.1488497 1.5849774 0.
 1.660922  0.8677771 2.7714887 1.7380583 0.        0.        0.
 0.        0.        2.008282  1.9997966 1.2866608 1.7350614 1.3979212
 2.8715186 1.4109889 1.0242238 2.3782642 1.950525  1.8193144 0.
 2.9172843 1.2763491 2.2746742 2.0221229]"
5067,"[2.099375   0.         0.         0.         3.0553615  0.96233374
 0.         0.2359507  2.635914   1.5522517  1.5948441  0.
 0.         0.         0.         0.         0.9773615  2.6003928
 1.2547169  1.9312828  2.8834162  1.614107   0.76795065 2.4432647
 2.5269368  2.9300752  2.8554914  0.         1.9787366  2.0525649
 2.2316809  2.3433926 ]"
5069,"[3.2648215  0.         0.         0.         2.8464458  1.210429
 0.         1.4704167  1.9473808  2.1437273  0.8804983  0.
 0.         0.         0.         0.         2.0142932  2.0494053
 0.42388964 1.7342689  0.01256589 2.5755603  2.5022905  1.4847447
 2.4304504  0.9938672  1.3106025  0.         1.1556098  1.1980491
 1.5835398  1.7884283 ]"
5102,"[2.0634391  0.         0.         0.         1.8693215  1.3556796
 0.         0.766842   1.8456622  2.6113112  3.3858624  0.
 0.         0.         0.         0.         1.7237219  2.005387
 0.68276167 1.4357138  1.7445046  2.1151545  0.8257984  1.8898735
 1.3646837  1.6827021  0.09987175 0.         1.9028231  3.1423962
 0.5457902  1.2698007 ]"
5118,"[2.3227022  0.         0.         0.         1.4432615  2.100996
 0.         0.3646745  2.6223364  2.3334672  2.4609795  0.
 0.         0.         0.         0.         1.9098378  1.0256091
 1.5804048  0.57443774 3.4400687  1.5943148  0.9077882  0.7833865
 2.0631058  2.2256     1.370645   0.         1.2106053  1.0183432
 2.596461   1.260256  ]"
5168,"[0.16640125 0.         0.         0.         3.5670974  0.97528213
 0.         1.164495   1.1774217  2.0741932  0.24015063 0.
 0.         0.         0.         0.         1.8924781  0.7978788
 1.6218556  2.7977157  2.109361   2.310042   1.9665494  2.330601
 2.116667   1.5741478  0.         0.         1.614178   0.53573346
 2.4635437  1.7747852 ]"
5173,"[1.4573945  0.         0.         0.         0.8901476  2.8305035
 0.         2.5547454  1.0813547  1.9070618  1.2709448  0.
 0.         0.         0.         0.         2.7254493  1.2586126
 2.4471543  0.6054324  0.9330102  1.2637842  2.2168212  0.87949795
 1.8215771  0.4556221  2.4296515  0.         1.5506644  1.3888583
 1.9169917  2.1619992 ]"
5187,"[0.6361947  0.         0.         0.         1.1387222  1.9566483
 0.         1.5934559  0.39831573 0.16235654 0.22556596 0.
 0.         0.         0.         0.         0.59847534 0.8223558
 1.2127427  1.2423927  1.1460539  1.1897079  1.0748821  1.7969882
 3.0668504  1.0054681  2.5254054  0.         0.33489236 1.590732
 0.75106835 0.21010286]"
5194,"[0.7721534  0.         0.         0.         2.8180497  3.5753527
 0.         2.047226   1.9467483  3.1171227  1.4732907  0.
 0.         0.         0.         0.         1.0661632  2.2607384
 0.528866   2.3806076  2.6533954  1.151902   2.8433883  1.8870984
 0.         0.79347014 3.3644156  0.         1.9260522  1.9933808
 1.6884339  1.2820036 ]"
5203,"[2.2873769  0.         0.         0.         1.3988131  4.0365276
 0.         0.30114588 2.4264917  2.2235985  1.3768048  0.
 0.         0.         0.         0.         2.4822867  0.5236564
 1.4281739  2.4661016  0.19605175 1.866526   1.9755008  2.3318522
 0.5479305  0.17529228 1.5574259  0.         2.2620356  1.5917424
 0.9264417  1.8213813 ]"
5226,"[1.2727624  0.         0.         0.         1.8007113  0.9268205
 0.         1.8223833  1.2571566  2.097395   1.1113498  0.
 0.         0.         0.         0.         1.7551349  1.9430321
 2.8189046  1.8618616  0.9694832  1.9813646  2.0849242  2.0878534
 0.61304194 1.8948079  2.0958862  0.         2.2843173  1.5559188
 0.57603097 2.6676216 ]"
5228,"[1.6813223  0.         0.         0.         1.3627168  1.2543644
 0.         0.9038583  0.81517696 2.4362152  1.2051342  0.
 0.         0.         0.         0.         2.8358774  1.0341138
 0.7021572  2.0370498  1.4053873  1.593484   1.3181     1.0407616
 0.         1.0850029  0.57324815 0.         0.7449086  1.5450532
 0.8787539  0.49887237]"
5240,"[1.7477307  0.         0.         0.         0.36245224 1.284228
 0.         2.0828614  1.2381028  2.1982248  2.1202364  0.
 0.         0.         0.         0.         2.0636547  1.6010898
 2.5412486  0.8347152  0.348874   1.7683616  2.0780122  1.5919024
 0.88335294 2.3037553  0.63602364 0.         1.301152   2.216625
 0.98260665 1.1741803 ]"
5246,"[1.4856946  0.         0.         0.         2.5800643  1.4784688
 0.         1.8248644  0.92320174 1.7897751  0.96792877 0.
 0.         0.         0.         0.         2.990301   0.9317531
 2.1235952  1.8940291  2.1733692  2.1050365  3.708086   2.1742496
 2.1726022  1.6282579  2.4727082  0.         1.7406832  2.1882892
 2.2727017  3.0435736 ]"
5257,"[2.7658904 0.        0.        0.        2.8016338 0.        0.
 2.396226  2.8583775 2.5930898 1.8728971 0.        0.        0.
 0.        0.        1.4463958 2.498566  4.0509634 0.8038809 1.8022895
 1.8415012 3.4452612 1.881362  1.4177861 1.4258132 1.5082647 0.
 1.97905   2.7687666 0.5428034 2.3436472]"
5269,"[2.568466   0.         0.         0.         0.89306056 1.4880906
 0.         1.2291555  2.5998456  0.5922176  1.223954   0.
 0.         0.         0.         0.         1.9424522  1.5097488
 3.4603071  2.344816   2.2389843  1.5988871  2.4207404  2.9203017
 2.1138356  0.63813156 2.2490077  0.         1.5415676  1.6632472
 1.8180718  0.6628272 ]"
5270,"[0.42029455 0.         0.         0.         2.1560485  1.579858
 0.         1.1042013  3.2819052  1.6602079  2.31387    0.
 0.         0.         0.         0.         1.6475012  2.5808628
 2.9303305  0.5775893  1.6537701  1.6717019  2.463702   2.503661
 3.7708638  1.3706715  1.0164486  0.         1.0092342  0.
 3.2420175  2.1306756 ]"
5276,"[2.6816297 0.        0.        0.        0.9671576 1.7016243 0.
 3.2862082 1.495794  1.9494792 2.2128382 0.        0.        0.
 0.        0.        1.7264466 1.9134498 2.8231964 2.398487  1.6759771
 2.772808  2.0681083 1.799515  2.5343497 2.0231261 2.8473797 0.
 1.9569929 3.1802425 1.3622744 3.3857243]"
5290,"[0.68795085 0.         0.         0.         0.9760105  1.6324962
 0.         0.43195397 1.0066681  2.8933568  2.4010296  0.
 0.         0.         0.         0.         1.6315522  1.4833705
 1.197579   0.9731562  0.7452807  1.1709948  1.7708422  1.9927851
 0.05770756 1.2010908  1.9350382  0.         1.141631   1.8642699
 2.0831573  2.2014103 ]"
5302,"[1.4611629  0.         0.         0.         1.4760619  1.8198915
 0.         0.5343264  2.4662092  1.2771521  1.5881255  0.
 0.         0.         0.23191012 0.         1.9471381  0.80492264
 1.5624685  1.8784709  1.5432931  1.3276983  1.3169321  1.647932
 1.7742238  1.8599098  1.8327265  0.         2.241409   1.1891844
 2.3432062  0.06056662]"
5305,"[1.8904866  0.         0.         0.         0.5548837  1.0974796
 0.         1.6826568  1.785642   1.7177014  2.0725431  0.
 0.         0.         0.         0.         0.4141216  1.627044
 2.5506337  1.9980139  0.36874878 0.8085044  2.4415245  2.0574925
 0.50717735 0.9948976  1.748808   0.         3.4563494  3.0962107
 1.2816303  1.6468668 ]"
5357,"[1.7511073  0.         0.         0.         2.0157306  0.98679453
 0.         0.9527204  1.9284464  0.94889534 3.5980814  0.
 0.         0.         0.         0.         2.026592   2.3781378
 1.0567497  0.48248032 1.7386912  1.9088005  1.3155761  1.720405
 0.7184426  1.1877476  2.2302837  0.         1.8743194  1.7336264
 4.0236797  2.3443768 ]"
5358,"[1.3669562  0.         0.         0.         1.4956639  1.8187774
 0.         2.8556647  1.013728   1.5821855  2.1306057  0.
 0.         0.         0.         0.         2.1940062  1.6737655
 1.1304293  2.817982   0.8800341  2.1930704  1.222767   2.6928074
 0.21292406 2.0852644  2.4832041  0.         1.3135358  1.500961
 1.0245769  2.233572  ]"
5373,"[0.94503707 0.         0.         0.         1.8207475  0.55820304
 0.         1.8263105  1.6589416  2.8541844  1.2734683  0.
 0.         0.         0.         0.         2.61463    1.3354379
 1.2111725  1.6366907  2.877268   2.8098474  0.         1.1291362
 0.22512832 1.2682897  1.0071603  0.         2.3394032  2.1793785
 1.1791376  0.9688708 ]"
5374,"[2.1970437  0.         0.         0.         2.6916919  1.4616368
 0.         1.6357249  0.93438244 1.4441012  1.9759402  0.
 0.         0.         0.         0.         2.5136013  1.1072822
 2.78167    1.9582659  2.1569526  2.1303022  2.9316366  2.1114235
 1.5793911  1.89409    3.3890219  0.         3.0905697  1.9661579
 0.34459755 1.5835254 ]"
5381,"[0.9300527  0.         0.         0.         1.0293506  0.72297496
 0.         1.6259469  0.772116   2.0273645  1.2083638  0.
 0.         0.         0.         0.         1.920753   2.4257777
 1.9940629  0.9764958  1.6876034  0.86379445 2.4167862  1.08714
 0.8779549  1.491319   2.1134431  0.         1.8769343  1.1486074
 2.21488    1.928297  ]"
5399,"[2.0656044  0.         0.         0.         1.2949696  2.786
 0.         1.490603   1.69857    2.2183206  1.1525574  0.
 0.         0.         0.         0.         0.76394147 1.0296205
 1.7028662  0.94712543 2.3400683  1.7394328  1.9497796  1.8600641
 1.4735065  1.2120024  1.7453451  0.         1.5442054  2.2485664
 1.8189359  1.8920829 ]"
5402,"[0.         0.         0.         0.         1.0028919  2.6005244
 0.         1.0761379  2.0496364  2.1262503  0.4674214  0.
 0.         0.         0.         0.         0.         2.6827347
 1.8884242  2.201491   1.687285   1.1677781  1.5671473  1.6769949
 1.6398598  1.4028878  0.70179224 0.         2.4323788  1.2647486
 1.3238416  1.7711521 ]"
5454,"[2.3427956 0.        0.        0.        2.9486847 1.932289  0.
 1.4969616 2.094783  2.1061108 2.2669582 0.        0.        0.
 0.        0.        2.1039193 2.2158065 1.7040721 1.5552536 1.6957706
 2.1935997 1.990591  1.9172412 1.630434  0.        2.0863974 0.
 2.0020604 1.9549687 1.6516972 1.8889712]"
5456,"[0.4306956  0.         0.         0.         2.1764874  0.90753657
 0.         0.7239284  1.9406811  2.8722966  1.9562781  0.
 0.         0.         0.         0.         1.9070354  1.4084439
 1.9146256  2.0192606  3.4983451  1.2228119  1.2281799  0.963108
 1.2517124  2.0069022  2.857828   0.         2.3984962  2.6733785
 1.1116093  1.630884  ]"
5474,"[2.1124728  0.         0.         0.         2.0879653  0.44892204
 0.         0.         1.667777   1.8836405  2.0008342  0.
 0.         0.         0.         0.         0.19335137 1.2175752
 1.2282529  2.9925272  2.026054   0.99370396 1.9509345  1.177819
 2.2628622  2.5376415  1.3949779  0.         2.103351   1.3124795
 1.9611474  1.6797633 ]"
5484,"[2.2036035  0.         0.         0.         2.364293   3.230479
 0.         1.3666083  1.1939096  0.7694658  1.5927982  0.
 0.         0.         0.         0.         1.438498   2.6760862
 2.6533554  2.6634326  0.80328846 1.192712   2.0722535  0.9531018
 1.5537753  1.3304452  1.6437358  0.         1.6151996  2.463185
 3.8813665  1.115382  ]"
5487,"[2.1388323 0.        0.        0.        1.524764  2.2771108 0.
 1.1330683 1.7765087 3.2855904 1.7268732 0.        0.        0.
 0.        0.        2.3181248 2.1036751 2.1770854 2.526735  1.3393708
 2.9069057 2.0940979 2.0655274 1.2918279 0.        1.7209076 0.
 1.7119442 1.7993689 1.6477036 1.9273912]"
5495,"[1.0478529 0.        0.        0.        1.0868047 1.8003614 0.
 1.9593529 2.535158  2.0383096 1.0145023 0.        0.        0.
 0.        0.        1.7770838 2.6770642 2.3312478 2.1518202 0.7754018
 2.0266485 1.6894572 1.2046812 2.0386708 1.1885468 1.8355646 0.
 1.762407  1.7183636 1.6057321 1.6740363]"
5508,"[2.5788875  0.         0.         0.         1.7850435  3.0543115
 0.         0.788173   2.3325222  1.701547   1.6239324  0.
 0.         0.         0.         0.         2.3760967  0.93740606
 4.0245137  2.0854957  0.         1.6916643  2.3594432  1.0667399
 1.613694   2.249996   1.5858103  0.         0.6287995  2.2077718
 1.5671875  1.3613544 ]"
5541,"[3.2240086  0.         0.         0.         1.4679507  3.3878849
 0.         1.8431858  1.0556558  1.6656749  1.2240112  0.
 0.         0.         0.         0.         2.3629308  2.080353
 1.9554465  1.0770772  1.196953   1.2362804  0.5164188  1.3651692
 0.18876371 0.39304718 1.8214791  0.         1.0842118  2.9295173
 2.0407033  2.6845737 ]"
5542,"[1.4884949  0.         0.         0.         2.9594152  3.1000512
 0.         0.8603641  1.7526404  1.8975643  2.4321933  0.
 0.         0.         0.         0.         0.61741865 1.4474324
 0.8610933  2.0159574  2.106293   2.7415168  0.         0.89530057
 3.009027   2.2078955  1.5993938  0.         1.667544   0.5108809
 0.60077447 0.70811546]"
5544,"[2.2572174  0.         0.         0.         1.4439551  2.8537605
 0.         0.42575577 2.1505485  2.682924   2.0576804  0.
 0.         0.         0.         0.         0.7050574  1.5770042
 1.9563673  2.0377564  1.1210166  1.6786656  2.2493014  1.2481076
 2.102102   1.0652715  1.4746244  0.         2.213795   2.2682738
 2.0523708  2.3794136 ]"
5574,"[2.4003272  0.         0.         0.         1.0373391  2.211576
 0.         2.0024695  1.7694556  0.58712924 1.8057852  0.
 0.         0.         0.         0.         1.582959   1.9777281
 1.7473693  1.8210964  1.6364309  0.7143778  2.8680751  2.0311117
 1.7178667  1.0530001  2.3754876  0.         2.0545702  1.6655312
 2.1049404  2.1667898 ]"
5595,"[0.9402685  0.         0.         0.         1.9323397  2.2401137
 0.         1.7812995  0.4780555  2.1399362  1.7855091  0.
 0.         0.         0.         0.         0.856902   0.24764909
 0.8653776  0.         0.51972973 0.8831441  1.889803   1.6298906
 0.34213954 0.77810824 3.2397761  0.         0.85902685 1.494513
 0.9258457  0.920065  ]"
5601,"[1.3104913 0.        0.        0.        0.866531  1.7316185 0.
 1.2060863 2.2926037 2.7426627 2.7614598 0.        0.        0.
 0.        0.        1.5760514 1.4550867 3.911934  1.9706082 0.5362657
 2.4910054 2.3365874 1.1720337 0.8615088 1.9226928 2.6461978 0.
 0.6889918 1.1134068 1.657681  2.905755 ]"
5608,"[3.0009284  0.         0.         0.         0.6519458  1.9084464
 0.         1.3725961  2.0636852  0.43697703 2.4416516  0.
 0.         0.         0.         0.         2.160917   1.6561713
 0.41426286 2.168607   1.2523847  0.7884305  1.9206172  0.48930317
 1.580975   0.56353295 1.0730226  0.         2.5138948  2.095906
 1.6292667  3.131816  ]"
5614,"[1.6299163  0.         0.         0.         2.2349641  1.4036471
 0.         0.72731465 1.1034244  2.1211176  2.1722667  0.
 0.         0.         0.         0.         0.9349372  2.0279949
 2.6608267  1.6967232  1.4605856  1.6241837  1.7309468  3.2190752
 0.8543098  1.3519862  2.0442064  0.         1.49177    1.7615268
 1.6017904  1.3842832 ]"
5620,"[1.1387467  0.         0.         0.         2.481434   0.67360264
 0.         0.9190365  2.476592   2.5699878  1.0048628  0.
 0.         0.         0.         0.         1.1207414  1.1762742
 3.0290775  1.4371474  0.7570373  0.6959518  2.0160222  1.7498691
 3.2032104  2.132167   2.1378336  0.         2.6859856  1.0582255
 2.5028627  2.6680558 ]"
5621,"[1.2162479  0.         0.         0.         2.3283658  1.6989871
 0.         2.1982293  0.6844923  1.036463   0.90370554 0.
 0.         0.         0.         0.         1.4791307  1.5867614
 2.9285684  1.5521508  1.5125271  1.5285108  2.0685856  2.1547112
 0.85348475 0.90345585 0.1903259  0.         0.9286658  0.7848514
 0.         2.283079  ]"
5622,"[1.5881813  0.         0.         0.         2.6907914  1.1871884
 0.         1.1109443  1.9461241  1.0156388  2.3387244  0.
 0.         0.         0.         0.         0.88710076 1.9846272
 3.2333543  1.5539302  1.9792926  1.0733421  1.7091786  1.7175595
 1.793922   0.12046831 1.9903431  0.         1.3690945  1.4479812
 2.1606488  1.3746271 ]"
5645,"[2.9341753  0.         0.         0.         0.33030367 1.9342598
 0.         0.7413683  2.36019    2.199418   2.62909    0.
 0.         0.         0.         0.         0.6590917  3.2320158
 1.4083076  2.2024336  2.6691136  2.325697   1.9989953  1.4525397
 2.014934   0.71559554 1.5999558  0.         2.3141487  0.99298084
 1.6478115  0.67201686]"
5646,"[0.         0.         0.         0.         0.81919324 0.8722484
 0.         0.8764151  1.4131442  2.091941   2.7342126  0.
 0.         0.         0.         0.         1.3513262  1.510614
 1.942973   2.4045198  1.8372552  1.9400032  2.218048   2.2327852
 2.2938588  1.083426   0.6763854  0.         0.7770258  1.1399547
 1.3916787  1.0519587 ]"
5647,"[2.037927   0.         0.         0.         0.59243405 1.1586052
 0.         1.4675095  1.8772001  1.2285522  1.3543434  0.
 0.         0.         0.         0.         1.3661419  1.3594148
 1.3726515  2.1380906  2.1810431  1.5290943  1.9818788  1.1915802
 0.7096107  1.4222109  1.3204043  0.         2.4782887  1.619073
 1.6000416  1.4210714 ]"
5648,"[1.9228828  0.         0.         0.         0.7730409  2.354902
 0.         1.9059204  1.8080194  1.9986228  3.3317506  0.
 0.         0.         0.         0.         1.5445452  1.262713
 1.7719817  2.1605902  1.4284185  0.47854927 0.4652496  2.1539285
 2.2473624  2.0446393  2.1128166  0.         0.74197793 1.7874641
 0.27975935 1.3886467 ]"
5663,"[3.045187   0.         0.         0.         0.40755987 2.1314976
 0.         0.91012466 1.1267774  2.1775515  0.43216944 0.
 0.         0.         0.         0.         2.4913762  0.5294736
 1.239405   1.7533795  1.8960536  0.94813794 1.0621109  1.666711
 0.13713095 1.6019899  1.3916105  0.         1.5166438  1.1609046
 0.67212766 1.0535198 ]"
5678,"[1.6654466  0.         0.         0.         0.61944395 1.4407625
 0.         1.1831077  0.84488857 1.8406849  1.7351911  0.
 0.         0.         0.         0.         0.94336426 1.2269188
 1.406791   1.4990573  1.6905376  0.44402823 1.4053237  1.2292707
 1.4830114  0.819899   1.5826279  0.         1.0874528  2.0323977
 1.7488865  1.9224588 ]"
5686,"[2.2626255  0.         0.         0.         2.9211276  2.9264965
 0.         0.8709856  2.9003868  3.0554435  0.44367793 0.
 0.         0.         0.         0.         1.2458493  0.74512374
 1.8044327  1.7498453  1.3241837  2.684925   0.4656331  2.1719189
 1.787308   2.600012   0.699934   0.         0.38118288 1.0170083
 0.7684031  1.2604086 ]"
5697,"[1.4715625  0.         0.         0.         0.9672975  0.6921961
 0.         1.8656157  1.4347328  2.0305731  0.8799604  0.
 0.         0.         0.         0.         2.1124997  2.476322
 2.158479   1.4976503  1.368777   2.3982363  1.6697001  2.3143837
 0.         0.37411192 2.5868359  0.         1.3654674  1.6923039
 0.42828977 1.5493042 ]"
5698,"[1.4886404 0.        0.        0.        1.0970821 1.233871  0.
 1.3746227 1.6635358 1.1180036 1.7948091 0.        0.        0.
 0.        0.        1.857955  1.9946651 1.0411674 1.6636518 1.8871167
 2.9390523 1.8475599 1.0561885 0.9052432 2.2749336 3.1770263 0.
 2.0409157 1.7872524 0.787035  1.1748059]"
5734,"[1.869861   0.         0.         0.         1.0703968  1.7098105
 0.         2.3945994  1.7518023  0.98075944 0.7963002  0.
 0.         0.         0.         0.         0.6822453  0.7239609
 1.4719751  2.4813263  1.1663451  3.4000714  1.2400528  0.6668213
 2.1306524  0.6464575  0.         0.         1.5307896  1.6289116
 0.9328757  1.479394  ]"
5750,"[3.0061762  0.         0.         0.         0.         1.8944013
 0.         2.3256454  2.2828958  0.9867222  1.765374   0.
 0.         0.         0.         0.         0.71223515 1.9514834
 2.3895185  3.446587   2.612143   0.3786828  2.6512039  1.8905265
 1.3610888  2.231521   2.0111494  0.         1.7302698  2.5161028
 2.3341665  1.1481917 ]"
5756,"[1.372051   0.         0.         0.         2.1516218  0.63594174
 0.         1.0384148  1.194766   0.31662554 1.5360131  0.
 0.         0.         0.         0.         0.9576854  2.7411463
 2.2808466  0.96824133 2.2339244  2.6197925  1.5046619  1.545807
 1.5834484  1.7135868  1.2745968  0.         0.9436201  1.9063588
 0.7293636  0.8711504 ]"
5757,"[1.1018044  0.         0.         0.         1.8491379  1.7534997
 0.         2.471857   1.5040454  0.9211474  1.0948513  0.
 0.         0.         0.         0.         2.2035112  2.100824
 2.3574433  1.5096052  0.7538485  0.18527642 1.2895595  1.0207452
 1.5904508  2.4056237  2.0946612  0.         1.5970842  1.2432406
 2.4180808  0.84477973]"
5764,"[1.7842872  0.         0.         0.         1.9242961  1.602207
 0.         1.2816231  1.2479964  2.458513   2.6844711  0.
 0.         0.         0.         0.         0.         1.6954713
 1.5592693  3.092951   2.3140657  2.4940672  1.3970363  0.9377802
 2.4538093  0.68540025 3.326953   0.         1.9550676  2.2637868
 1.770693   2.5953107 ]"
5770,"[1.1670678  0.         0.         0.         1.5441027  0.98901165
 0.         0.9685117  1.7358406  1.36629    1.9321711  0.
 0.         0.         0.         0.         1.0568104  0.5586455
 2.7904444  1.16156    0.97193134 2.9624646  2.3865852  0.96331334
 1.7492396  2.1937091  1.8242109  0.         1.0565318  1.650994
 1.6904662  1.5479084 ]"
5788,"[1.7929337  0.         0.         0.         0.44320962 2.5829084
 0.         0.47832856 0.79355913 1.2057157  1.0043585  0.
 0.         0.         0.         0.         1.2062049  1.0819011
 1.1807982  0.74686164 1.8363074  1.8243456  1.1057593  1.4092846
 2.1098278  0.73705083 1.4527102  0.         1.8279651  1.1657099
 1.5839506  1.0882434 ]"
5801,"[1.8700576  0.         0.         0.         1.7003189  0.42229664
 0.         0.96954936 1.074013   1.9196383  2.5053895  0.
 0.         0.         0.         0.         0.9882812  1.2548732
 1.256673   1.3882343  1.2285223  0.         1.950364   0.7925394
 1.8611228  1.0179248  0.71648324 0.         1.7191732  1.3834746
 0.50780106 0.75387454]"
5804,"[1.4152844  0.         0.         0.         1.221597   1.1449949
 0.         2.8614933  1.1510046  1.9926648  3.057166   0.
 0.         0.         0.         0.         1.0673562  0.76968366
 2.203172   1.791709   1.4262173  2.3805127  1.4231383  2.0578344
 0.39848235 2.9715936  1.1199057  0.         2.2964976  1.163933
 2.7542334  2.2738461 ]"
5811,"[2.4284306  0.         0.         0.         1.7281613  0.79705644
 0.         1.0114994  2.1535575  1.6774694  2.6305058  0.
 0.         0.         0.         0.         0.97179914 2.481202
 1.1967921  2.063427   0.4875256  1.252434   1.7412425  2.043512
 1.7373505  1.0795032  3.1590421  0.         2.0241582  1.2162942
 0.28706053 2.5201626 ]"
5813,"[0.2584755  0.         0.         0.         2.5070553  2.8614266
 0.         1.9936429  2.5371938  1.8357865  1.681921   0.
 0.         0.         0.         0.         1.9510013  1.827602
 2.3519208  1.4250803  0.15716149 2.7078228  1.6123021  1.0998286
 0.12639837 1.7936808  1.5374231  0.         2.7824757  3.4125257
 1.0300972  2.7446759 ]"
5829,"[2.2469559 0.        0.        0.        1.8395821 0.5039229 0.
 1.3215841 1.9828972 2.314201  1.3060408 0.        0.        0.
 0.        0.        1.454606  0.7315304 1.7862512 1.6588923 1.0951536
 1.9876186 1.3424457 0.887049  1.7821385 1.8380244 0.751366  0.
 1.673045  0.        2.1376033 1.3673803]"
5862,"[1.3318102  0.         0.         0.         2.3300567  1.3205652
 0.         1.0841224  2.4404206  0.9990039  0.31004614 0.
 0.         0.         0.         0.         1.9947989  1.5940396
 1.649097   2.6011178  0.5957177  2.6437938  1.0294104  2.316856
 1.2391067  2.654793   1.679568   0.         2.4751112  0.38710195
 1.2370917  1.3997713 ]"
5877,"[1.9223791  0.         0.         0.         3.5684004  1.9927264
 0.         1.5593061  2.0343475  2.2995145  1.6647067  0.
 0.         0.         0.         0.         2.496377   1.514605
 2.2283154  1.4441079  1.9066511  1.1310289  2.4732397  1.4123924
 1.27892    1.7696565  1.534778   0.         1.2117506  2.5755627
 0.61873585 3.2233458 ]"
5878,"[1.2139204 0.        0.        0.        1.0668135 0.5554141 0.
 1.643813  2.0059793 2.9400496 2.0100155 0.        0.        0.
 0.        0.        2.4176104 0.6159482 2.4666162 0.8053692 2.3391876
 1.2466074 1.6256586 1.1250879 1.5123296 1.3757112 2.4847844 0.
 2.7362635 1.4482089 2.356895  0.7070672]"
